;;;;;
RUT CLIENTE;NOMBRE CLIENTE;NOMBRE OBRA;ID OBRA;CORREO CONTACTO;DIRECCION
80207900-1;Claro Vicuna Valenzuela S.A.;Lomas de Lo Barnechea;21877;marcelo.quezada.c@cvv.cl;Avda. Raul Labbe 14025
96521990-0;Constructora Luis Carrera S.A.;Lomas del Carmen;22670;carlos.escobar@enaco.cl;AV. El Carmen 7399
86856700-7;CONSTRUCTORA NOVATEC S.A.;LOMAS DEL CARMEN LOTE 3D2004;23257;lfernandez@novatec.cl;El Guanaco norte 1135
76659200-7;CONSTRUCTORA PAZ S.P.A.;LORD COCHANE III;22766;cristian.avendano@pazcorp.cl;LORD COCHRANE 171
79768480-5;Constructora Brotec Icafal Ltda.;Los Alerces de Maipu;23445;ncaraccioli@brotec-icafal.cl;Calle La Reforma Parcela 75 S/N
96850490-8;CONSTRUCTORA CARRAN S.A.;LOS ARTESANOS DE PEnAFLOR;22470;ccontador@py.cl;VICUnA MACKENA 2008
99558680-0;CONSTRUCTORA SOCOVESA SANTIAGO S.A.;LOS BRAVOS;23768;cpino@socovesa.cl;JUAN PABLO II 7897
76231234-4;CONSTRUCTORA PUERTO AZUL S.A.;LOS CAPITANES;22806;cristian.parra@enaco.cl;LOS CAPITANES 1400
76051396-2;ARENADOS INDUSTRIALES SPA;LOS FIORDOS - QUELLON;23684;;CONTULMO 1390
79768480-5;Constructora Brotec Icafal Ltda.;Los Jazmines;24025;ncaraccioli@brotec-icafal.cl;Calle La Reforma S/N
79768480-5;Constructora Brotec Icafal Ltda.;Los Naranjos de Maipu;22990;fsina@brotec-icafal.cl;Av. El Rosal  6190
79768480-5;Constructora Brotec Icafal Ltda.;Los Olivos;21985;ncaraccioli@brotec-icafal.cl;Av. Jorge Alessandri Parcela 61 61
7341683-3;MABEL RAMIREZ FARIÑA;LOSA CASA TALAGANTE;24264;alvaro@asmarc.cl;MANUEL RODRIGUEZ  27
76026511-k;CONSTRUCTORA OSNOVIKOFF LTDA.;LOSA COSTANERA CENTER;22856;jefedeobra1@osnovikoff.cl;ANDRES BELLO 2425
12704297-7;Luis Mayorines Saavedra;Losa de Reaccion IDIEM;23323;jmzamorano@arkitrabe.cl;Plaza Ercilla 833
76042166-9;CRISTIAN KLEIN CORTES. CONSTRUCCION.ASESORIAS Y SERVICIOS E.I.R.L.;Losa Galpon Bodega Santa Cruz;24239;pauloquezadadav@gmail.com;Camino Chinquihue Km 12 s/n
76110662-7;QUALITA LTDA.;LOSA SCHILLER;22900;;AMERICO VESPUCIO  2341
77303370-6;INMOBILIARIA Y CONSTRUCTORA LA PATAGUA LTDA.;LOSA VIVIENDAS SAN PEDRO;23527;cgamboa@constructoralapatagua.cl;OHIGGINS ESQUINA AMTHOR S/N
1923152-6;ADOLFO YUDIN ROYO;LOTEO LOS ACACIOS NORTE;24421;ayudinr@hotmail.com;los acacios norte sn
13968412-5;XIMENA DEL PILAR VALDERRAMA SOTO;MALL CASTRO;23942;insitultda@gmail.com;SERRANO S/N
5326755-6;PATRICIA ELIANA OJEDA SALINAS;MALL CASTRO;24429;in_situltda@yahoo.es;SERRANO S/N
76031597-4;MACIAS CONSTRUCTORA LTDA.;MALL PLAZA ALAMEDA;22966;victor@maciasconstructora.cl;AV. LIBERTADOR BERNARDO O'HIGGINS 3470
76026511-k;CONSTRUCTORA OSNOVIKOFF LTDA.;MALL PLAZA EGAnA;22763;lsanchez@osnovikoff.cl;AV. LARRAIN 5262
89037500-6;EMPRESA CONSTRUCTORA SIGRO S.A.;MALL PLAZA EGAnA;22490;;AV LARRAIN  5862
96971270-9;SALFA CONSTRUCCION S.A;MALL PUERTO VARAS;23267;wfonseca@salfacorp.com;AV. SAN FRANCISCO 666
76635660-5;CONTRERAS CASTILLO LIMITADA;MALL RANCAGUA;23091;rauleliasca@gmail.com;CORONEL JOSE BERNARDO CUEVAS 405
84394000-5;Constructora Inca Ltda.;MANANTIALES;22268;felipe.monreal@empresasinca.cl;ALBERDI 1151
6315241-2;FRANCISCO ALVAREZ ALVARADO;MANT. CASA HABITACION;24550;;MANUEL ANTONIO MATTA 41
15206891-3;JUAN CARLOS QUEZADA GACITUA;MANT. PISICULTURA YADRAN;24541;jcquezada@auromar.cl;CHAMIZA S/N
14148480-K;RICARDO KENJI FUENTES HIROSE;MANT.CONDOMINIO EDIF.PADRE HARTER;24713;ricardo.fuentes@socojol.cl;PADRE HARTER  175
89244600-8;SOC. CONSTRUCTORA LOS LAGOS;MANTENC. EDIFICIO ITATA;24644;nelson.villarroel.m@hotmail.com;ITATA ESQ. MANZANAL S/N
96798210-5;SOSUR S.A;Mantencion 2 etapa SOSUR;23542;;Carlos Ibanez del Campo S/N
76222790-8;EXTRUAL LIMITADA;MANTENCION BIOMAR - PARGUA;24080;nmunoz@extrual.cl;CAMINO A PARGUA S/N
76516246-7;URBECK SPA;MANTENCION CASA HABITACION;27905;mauricio.urrutia.r@gmail.com;CAMINO A PUNTA LARGA PARC. 16
76002253-5;CONSTRUCTORA TIERRA AUSTRAL LTDA;MANTENCION CASA HABITACION TAGLE;23714;;BAQUEDANO 134
13256297-0;CARLOS JOSE NORIEGA DEL VALLE;MANTENCION CASA PARTICULAR;23996;CNORIEGADELVALLE@GMAIL.COM;LINEA NUEVA, PARCELA SANTA CLARA 21
14148480-K;RICARDO KENJI FUENTES HIROSE;MANTENCION CONDOMINIO PADRE HARTER;26785;ricardo.fuentes@socojol.cl;PADRE HARTER  175
14437428-2;MAURICIO HUMBERTO SOTO REYES;MANTENCION EDIFICIO CONSISTORIAL P. MONTT;27959;msotoreyes@outlook.com;PRESIDENTE IBAÑEZ  1050
77533400-2;ESCUELA DE NATACION PUERTO VARAS LIMITADA.;MANTENCION ESCUELA NATACION;28086;natacion.gs@gmail.com;PARCELA SAN IGNACIO 9
76026812-7;COMERCIALIZADORA VM LIMITADA;Mantencion Fundo las Encinas;28061;yvennekool@gmail.com;Quebrada onda  s/n
76207685-3;SOCIEDAD DE INVERSIONES AIRE PURO LTDA.;MANTENCION GALPON;27883;dinkoconstruccion@gmail.com;DECHER  450
10366529-9;JOSE TOMAS ELTON GARCIA-HUIDOBRO;MANTENCION HIDROELECTRICA;24604;jelton@epasa.cl;ruta 7, sector la arena S/N
76098611-9;Hotelera Pinacoteca el Greco Ltda;Mantencion Hotel;23843;alfredo@hotelelgreco.cl;MIRADOR  134
76360770-4;inmobiliaria e inversiones Alto Valdivia Ltda.;Mantencion Hotel;23378;;freire 546
76098611-9;Hotelera Pinacoteca el Greco Ltda;MANTENCION HOTEL II;24683;alfredo@hotelelgreco.cl;MIRADOR 134
10843102-4;BERNARDO ALFREDO BARRIA AMPUERO;MANTENCION LACTEOS Y ENERGIA;23434;;arturo prat, sector las turbinas s/n
76040050-5;INGENIERIA EN ENERGIA Y AUTOMATIZACION;MANTENCION LOCAL COMERCIAL;23887;parancibia@ingematik.cl;PARCELA - LOTEO EL MIRADOR 53
76158090-6;PUBLICIDAD CLEAR LIMITADA;MANTENCION LOCAL TRICOT;27885;manuelramirez.clear@gmail.com;ANTONIO VARAS 526
18174534-7;PAULA FELICITAS ARRIAGADA VILLANUEVA;MANTENCION MUNICIPALIDAD LA UNION;27998;paula.guerrero@outlook.cl;ARTURO PRAT  680
76018303-2;OCEA CHILE SA;MANTENCION OCEACHILE;23500;JOSE.HUENCHULEO@OCEA.CL;SECTOR LA LAJA LOTE 1A 1801
78150250-2;INMOBILIARIA CUARENTA GRADOS SUR S.A.;MANTENCION OFICINAS;23496;JBARRIAZ@YAHOO.COM;KLENNER 299
77359230-6;RJP METAL MECANICA LTDA.;MANTENCION PLANTA NESTLE;24035;contacto@rjpmetalmecanica.cl;AVENIDA LA MARINA S/N
76555100-5;SERVICIOS INDUSTRIALES LTDA.;MANTENCIoN PLANTA P&G;22700;t.rimler@systema-chile.cl;AYSEN 321
96655560-2;ZETAENE S.A.;Mantencion Puentes Grua;23745;vcabello@zetaene.cl;Av. Presidente Frei Montalva 9641
96798210-5;SOSUR S.A;Mantencion Sosur;23276;;Carlos Ibanez del campo S/N
76237607-5;CONSTRUCCIONES LUIS RAUL ASTORGA ACUÑA EIRL;MANTENCION SUCURSAL BCI;24674;masterastorga@gmail.com;EL SALVADOR C/ SAN PEDRO S/N
12994845-0;JOSE LUIS GUILLERMO MEDINA BOETTCHER;MANTENCION UNIVERSIDAD AUSTRAL P. MONTT;27972;medina_boettcher@hotmail.com;LOS PINOS S/N
76033630-0;ALTHA LTDA.;MANTO PETREO DATACENTER;23327;;RUTA 215,SECTOR LAS LUMAS KM 10 S/N
78287260-5;INGENIERIA Y CONSTRUCCION DSV LTDA;MARCEL DUHAUT;22996;;MARCEL DUHAUT 2825
12647593-4;Marco Iribarne Constancio;Marco Iribarne;22841;isaacsoto25@gmail.com;Madrid  925
76197933-7;CONSTRUCTORA AGUILERA LAGOS Y PARRA LTDA;MAUI - SONS;22761;flagosqawe.cl;MALL PLAZA EGAnA SN
76444270-9;CONSTRUCTORA M Y P LTDA.;MEDICENTER PUENTE ALTO;23161;mpilarreyesv@gmail.com;PROFESOR ALCAINO 012
76525290-3;EBCOSUR S.A.;MEGACENTRO UNIMARC;23428;;CAMINO PARGUA KM1025 S/N
76202154-4;CONSTRUCTORA COFRAN LIMITADA;MEJORAMIENTO ALCANTARILLADO HORCON;24518;acalderon@cofran.cl;AVENIDA PRINCIPAL  440
75013900-0;Emp. de Serv. de Ing. Dabed y Dabed Ltda.;Mejoramiento Conj. Habit. RECSI I;23912;rdabed@ingenieriadyd.cl;Independencia esq. Valdivieso S/N°
75013900-0;Emp. de Serv. de Ing. Dabed y Dabed Ltda.;MEJORAMIENTO ESPACIOS COMUNES CONDOMINIO RECSI;24187;;AVENIDA SALVADOR ALLENDE 504
77634300-5;IMPORTACIONES Y REPRESENTACIONES JJC LTDA;MEJORAMIENTO ESTADIO FISCAL DE CHONCHI;24266;sebastian.leiva@chile-sports.cl;AVENIDA PEDRO AGUIRRE CERDA ESQUINA 11 SEP SN
80207900-1;Claro Vicuna Valenzuela S.A.;Mejoramiento ILQUE CALBUCO;24013;calvarez@cvv.cl;RUTA V-815 KM. 24.500, SECTOR EL RULO s7n
5335926-4;CARLOS ABELL SOFFIA;MEJORAMIENTO MUSEO TAJAMARES;23234;ivrogrupocas@gmail.com;providencia  222
80207900-1;Claro Vicuna Valenzuela S.A.;MEJORAMIENTO PASADA POR VALDIVIA;22093;eleighton@cvv.cl;LOS CEREZOS  15
76172534-3;LESLIE ANA ALVARADO E.I.R.L.;MELON HORMIGONES;24385;gonzalo.munozp@melon.cl;RUTA 5 NORTE S/N
76073326-1;MARO ING. Y CONSTRUCC. S. A.;MELON PTO. MONTT;23079;ignacio.morales@maros.cl;CAMINO A PARGUA 1039
17072208-6;BASTIAN;METHASYS TRASPASOS;22297;;ANTONIA PRADO 0121
76779980-2;Sociedad Constructora Francisco Lorca Ltda.;MILAGROS DE NOS;23855;oojeda@cfl.cl;CAMINO SAN JOSE DE NOS 1550
76078481-8;CONST. E INM. II JAIME ARANCIBIA TAGLE Y CIA. LTDA.;Minas Isla Riesco;21861;;MANUEL AGUILAR 01105
76302746-5;Main Facility Services Ltda;Ministerio de Justicia;23821;anovoa@mainfs.cl;Monradé 107
76253568-8;Constructora Gestion Uno Spa;Mirador del Bosque;24054;fcamus@gestionuno.cl;Los Robles 52, Condominio Los Bosques Piedra Roja 52
77710830-1;SOC. CONST. ECHAVARRI HERMANOS LTDA.;MIRADOR DEL CANTO;27977;flagos@constructorasae.cl;AV CHAMISERO 17860
76342047-7;Equipos para la construccion Maxiequip Ltda.;Miraflores;24210;nicolas@maxiequip.cl;Miraflores 222
76779980-2;Sociedad Constructora Francisco Lorca Ltda.;MODULO 1 - VISTA HUECHURABA;22702;jmgonzalez@cfl.cl;CAMINO DE CINTURA 1409
76779980-2;Sociedad Constructora Francisco Lorca Ltda.;MODULO 2 - VISTA HUECHURABA;22704;jmgonzalez@cfl.cl;CAMINO DE CINTURA 1409
77380180-0;CONSTRUCTORA BAKER;MOLDAJE MOLINO MACHMAR;23508;aner.ec@gmail.com;AVENIDA GRAMADOS 1100
99541460-0;Termika Camval S.A.;MOLIBDENO 2;23125;rcampuzano@camval.cl;MINERA CASERONES SN
76222790-8;EXTRUAL LIMITADA;MONTAJE ELEVADOR CAPACHOS;27988;pleiva@extrual.cl;ALONSO ERCILLA (ALITEC S.A.) - PARGUA S/N
77745670-9;SOLUCIONES DIGITALES LIMITADA;MONTAJE EN HOTEL DREAMS VALDIVIA;24363;srival@solucionesdigitales.cl;CARAMPANGUE 190
76292523-0;CM SUR ELECTRICIDAD LTDA.;MONTAJE PLANTA ESSAL LLANQUIHUE;23889;;CAMINO LONCOTORO KM. 6
76343090-1;SOC. SERVIFORMEC LTDA;MONTAJE TOLVAS SKRETTING PARGUA;23614;patricio.vidal@serviformec.cl;RUTA 5 SUR  1078
77812330-4;CONSTRUCTORA E INMOBILIARIA EMCOT LTDA.;Muro acopio deslinde Calle Carmen - Coca Cola;22758;grosas@emcot.cl;Carlos Valdovinos  560
78643390-8;INGENIERiA Y CONSTRUCCIoN ELIMAQ;MURO CCP;22198;;VICENTE REYES 884
76107135-1;CONSTRUCTORA VITACURA LTDA;MURO CIERRE CASA FARIAS JOHNSON;22281;construsax@gmail.com;LO RECABARREN - SANTA MARIA DE MANQUEHUE 6636
86454800-8;CONSTRUCTORA QUEYLEN S.A.;MURO CONTENCIO EDIF. CANTIL;24125;GDUCCI@QUEYLEN.CL;: Camino Curiñanco km 1 Condominio Alto del Cruces  S/N
96671750-5;EASY S.A.;MURO CONTENCION - EL TENIENTE;24004;MARCELOZAMORANO.CABRERA@GMAIL.COM;PLATAFORMA EDIFICIO 98, SEWELL 98
84241100-9;CONSTRUCTORA TREBOL LTDA;MURO CONTENCION AV JUAN CISTERNA LA SERENA;23504;jpena@trebol.cl;AV. JUAN CISTERNA S/N
76086980-5;INMOBILIARIA Y CONSTRUCTORA FELINICO LTDA;MURO CONTENCION COLEGIO FARELLONES;23905;felinico@gmail.com;AVENIDA EL COLORADO 1447
76107451-2;ABN CONSTRUCCION SOCIEDAD DE RESPONSABILIDAD LTDA.;Muro contencion Edif. Mirador;23535;ijordan@abnconstruccion.cl;Mirador 46
16312410-6;ROMINA NATALIE HERNANDEZ PEREZ;MURO CONTENCION KTSCHILE S.A.;24141;mauricio.guerrero@ks-chile.com;ANDINA 060
96773060-2;EXCAVACIONES Y PROYECTOS DE CHILE S.A.;MURO CONTENCION LAMPA II;22970;rcuadraruiz@gmail.com;EL ROBLE VALLE GRANDE 615
76058918-7;CONSTRUCTORA PIEDRA ALTA S.A.;MURO CONTENCION LOTEO EL LITRE ETAPA VII;22696;;Los Litres 1600
76058918-7;CONSTRUCTORA PIEDRA ALTA S.A.;MURO CONTENCION LOTEO EL LITRE IV ETAPA;22454;cbarrenechea@iwood.cl;AVENIDA EL LITRE ESQ. PASEO PIE ANDINO 500
76058936-5;CONSTRUCTORA LOS TRAPENSES S.A.;MURO CONTENCION PIEDRAS BLANCAS;24115;sibanez@iwood.cl;CERRO LA CRUZ 10470
76051781-k;Christian M. Apablaza V. Ing. y Const. EIRL;Muro contencion Puerto Octay;23921;cristian.wohlwend@sincotek.cl;Puerto Octay S/N
76058918-7;CONSTRUCTORA PIEDRA ALTA S.A.;MURO CONTENCION PUNTA AGUILAS;22472;sibanez@iwood.cl;CAMINO PUNTA DE AGUILAS NORTE 9170
77640720-8;V Y S CONSTRUCCIONES LIMITADA;MURO CONTENCION RENCA;23710;vys_constructora@hotmail.com;lo boza 7597
76281400-5;ALUSA INGENIERIA LTDA.;MURO CONTENCION SALA ELECTRICA VALLENAR;22874;ernesto.santana@alusa.com;PLANTA ENAMI VALLENAR S/N
79877450-6;Constructora e inversiones Vital;Muro contencion Santa Rosa;22973;;calle venecia 3250
77812330-4;CONSTRUCTORA E INMOBILIARIA EMCOT LTDA.;MURO CONTENCION VOLCAN;23753;grosas@emcot.cl;concha y toro  229
76350835-8;CONSTRUCTORA JORGE MORENO RAMIREZ EIRL;muro de contencion;23098;jmoreno@dlminco.cl;CAMINO REAL CASA 58 6500
77025480-9;CONSTRUCTORA BIMOLI LTDA;MURO DE CONTENCION;23261;tpizarro@bimoli.cl;CAMINO LA FARFANA S/N  S/N
77851620-9;CONSTRUCTORA  CARRIE LTDA.;MURO DE CONTENCIoN;22317;;FRANCISCO BULNES CORREA/EL REMANSO S/N
76228092-2;SOCIEDAD DE INVERSIONES SERCOMAQ LTDA.;Muro de Contencion - Rojas Magallanes;23720;andres.andaeta@sercomaq.cl;Rojas Magallanes 4302
93834000-5;CENCOSUD SA;MURO DE CONTENCION EL TENIENTE;23973;deborah.fuentealba@easy.cl;Plataforma Edificio 98 Sewell 98
76959890-1;SIENA CONSTRUCTORA S.A.;MURO DE CONTENCION LA DEHESA;22231;;la dehesa SN
96773060-2;EXCAVACIONES Y PROYECTOS DE CHILE S.A.;MURO DE CONTENCION LAMPA;22443;;ROBLE  615
76058918-7;CONSTRUCTORA PIEDRA ALTA S.A.;MURO DE CONTENCION LOTEO EL LITRE ETAPA VI;22465;cbarrenechea@iwood.cl;LOS LITRES  1600
76058918-7;CONSTRUCTORA PIEDRA ALTA S.A.;MURO DE CONTENCION PUNTA AGUILAS 3RA ETAPA;22977;sibanez@iwood.cl;CAMINO PUNTA DE AGUILAS 4570
76202154-4;CONSTRUCTORA COFRAN LIMITADA;MURO DE CONTENCION SAN CARLOS DE APOQUINDO;22183;ssanchez@cofran.cl;PAUL HARRIS 10377
77812330-4;CONSTRUCTORA E INMOBILIARIA EMCOT LTDA.;MURO DESLINDE CALLE MATAVERI PLANTA EASA;23209;MCERDA@EMCOT.CL;AV. CONCHA Y TORO 02294
76051781-k;Christian M. Apablaza V. Ing. y Const. EIRL;Muro Gasco Soprole;24571;cristian.wohlwend@sincotek.cl;Soprole Osorno S/N
76060841-6;OBRAS ESPECIALES CHILE S.A;MURO IMPERIAL PUERTO MONTT;23456;jean.barthouobechile.cl;AV PILPILCO ENTTE ANDINA Y EL TENIENTE 10
76202259-1;CONSTRUCTORA CONSTRUCTIVA LTDA.;MURO MUNITA;23587;aperez@constructiva.cl;MONSEÑOR RAMOR MUNITA S/N
76574301-K;CONSTRUCTORA RANCO LIMITADA.;MURO PARA ENSILAJE;28074;yann_subiabre@hotmail.com;FUNDO ARCO IRIS S/N
8833705-0;JOSE GUIDO MORALES PEREIRA;MUROS BODEGA SOPROPE;24254;marta.dopico@gmparquitectura.com;Quinchilca S/N
77385940-k;Constructora e inmobiliaria Raab Ltda.;Muros Canchas Padel;23867;raasenjob@gmail.com;pasaje kahl s/n
76149273-K;CONSTRUCTORA TREBOL II LTDA;MUROS CONTENCION LA FLORIDA;24215;rahumada@trebol.cl;AVENIDA EL HUALLE SUR 9533
7102760-0;JORGE MORENO RAMIREZ;MUROS DE CONTENCION;22907;jmoreno@dlminco.cl;Camino Real  6500 casa 58
84241100-9;CONSTRUCTORA TREBOL LTDA;MUROS DE CONTENCION CASAS QUILLAYES;23282;rsanmartin@trebol.cl;AVENIDA LA DEHESA 3351
99558680-0;CONSTRUCTORA SOCOVESA SANTIAGO S.A.;MUROS DE CONTENCION LARAPINTA;24134;rrubio@socovesa.cl;MIRAFLORES 8400
86454800-8;CONSTRUCTORA QUEYLEN S.A.;MUSEO DE CIENCIAS NATURALES Y ARQUEOLOGIA;24305;csepulvedam@queylen.cl;OLEGARIO HENRIQUEZ ESCALANTE 1453
76826890-8;KOCH 2 Ingenieria y Construccion;Museo Historico Nacional;22814;franciscojavier.ho@gmail.com;Plaza de Armas 951 951
77440720-0;Empresa Constructora Seegal y Cia Ltda.;Museo Interactivo Municipal Las Condes;23018;maraya@seegal.cl;Isidora Goyenechea 3372
77309350-4;SOCIEDAD COMERCIAL INSTALPON LIMITADA;MUTUAL PUERTO MONTT;24159;supervisor@instalpon.cl;URMENETA 895
76131545-5;INVERSIONES CVC LIMITADA.;NDU PUERTO MONTT;26796;operacionescvc@gmail.com;PILPILCO  115
76053198-7;Task Limitada;Nestle;21863;;Camino Melipilla 15300
76053198-7;Task Limitada;NESTLE MAIPU 3;22458;germanvega4@gmail.com;CAMINO A MELIPILLA 15300
76053198-7;Task Limitada;NESTLE MAIPU 4;23174;germanvegaq@gmail.com;CAMINO A MELIPILLA 15300
76053198-7;Task Limitada;Nestle Maipu 5;24636;germanvegaq@gmail.com;Camino Melipilla 15300
76584210-7;Mantenimiento de infrestructura Pixels SPA;Normalizacion Hospital Futaleufu;23127;fcortez@pixels.cl;Balmaceda 382
76658460-8;SISTEMAS DE RECIRCULACION LIMITADA;NOVOFISH;26816;ccg@aqs.dk;RUTA V-835 KM - CAMINO SAN  AGUSTIN 28
96811070-5;PREFABRICADOS ANDINOS SA;NOVOFLEX MAIPU;22238;mlozano@preansa.com;CHAnARCILLO 600
6860522-9;JOSE ANDRES LABRIN PEZOA;NUEVA IMAGEN COPEC VALDIVIA;28057;ALEXLABRIN@GMAIL.COM;PICARTE / SIMPSON S/N
96557050-0;DOMUS S.A.;Nueva Real;23793;oramirez@maestra.cl;Salas 8973
76144194-9;CONSTRUCTORA CARLOS ALEJANDRO PEREZ SOCIEDAD ANONIMA;NUEVA SALA DE DESPOSTE FRIGORIFICO;22427;FRANCISCOMARTINEZ@GMAIL.COM;FRANCISCO DEL CAMPO 200
78407340-8;CONSTRUCCIONES FUEMA LTDA.;Nuevo Acceso Universidad del Desarrollo;22289;juan.gallegos@fuema.cl;Avenida La Plaza 700
76194085-6;CONSTRUCTORA ANBA LTDA.;NUEVO REGISTRO CIVIL DE LAMPA;22113;vbravo@anba.cl;ARTURO PRAT 1182
76207668-3;CONSORCIO COPASA CORSAN CORVIAM;Obra de arte N24;22463;;cruce L 11 con L 35 s/n
1-Sep;Methasys;Obra Methasys;21784;;colombia 0599
96701520-2;DOM S.A.;OBRA TRANSITORIA;23232;;x x
80207900-1;Claro Vicuna Valenzuela S.A.;OBRAS DE ARTE RUTA V-815;23682;;CERRO EL PLOMO 4520 PISO 10
76121572-8;CONSTRUCTORA CERRO MORENO SUR LTDA;OF. CORP.  CERRO MORENO SUR;28042;hermannfaulbaum@cerromorenosur.cl;RUTA 5, SECTOR LA LAJA S/N
76507117-8;COM. Y EXP. CRISTINA MAMANI GARCIA EIRL;OF. VENTAS;24507;stccomercializadora@gmail.com;AHUMADA 11 OF 309
96538850-8;Sociedad Inmobiliaria Piedra Roja S.A.;Oficina;22654;constructorapiedraroja@gmail.com;Los Turistas  0945
96701520-2;DOM S.A.;OFICINA ABN CONSTRUCCION;23700;rurzua@abnconstruccion.cl;ALPES 100
76095184-6;INVERSIONES LLAIMA SA;OFICINA CENTRAL;23182;inversionesllaima@gmail.com;CALLE ANTILLANCA 571
76136419-7;Edifika Ltda.;Oficina Edifika;21831;;Jose Perez Cotapos 1451
96982890-1;CONSTRUCTORA SUDAMERICANA;OFICINA Y GALPON ALO GROUP;22924;;AVENIDA VITACURA 2939
8828133-0;CARLOS GONZALO ANDUEZA SAGREDO;OFICINAS CHACABUCO;22851;montajeyobras@gmail.com;CHACABUCO 1035
76023576-8;Sociedad de Inversiones Pacific S.A.;Oficinas Edifika;21867;;Jose Perez Cotapos 1451
76124952-5;EQUIMAQ S.A.;Oficinas Galpon Hook;24403;;Ruta 5 sur Km 1010 S/N
8359026-2;RODOLFO ALFREDO MOLINA HERMOSILLA;Oficinas Renca;23555;jvalenzuela@molival.cl;Miraflores  9153
76262460-5;CONSTRUCTORA M3 S.A;ONE OFFICE;23476;jbraukmann@constructoram3.cl;RAFAEL MALUENDA 1600
76105131-8;SOCIEDAD DE INGENIERIA Y TRANSPORTES INGETRAM LTDA;OPEN PLAZA PUENTE ALTO;23242;mobreque@loncura.cl;AVENIDA CONCHA Y TORO 1477
76343090-1;SOC. SERVIFORMEC LTDA;OSORNO;23620;;DOM. ESTRASBURGO 1242
96598220-5;ARCOMET S.A,;PABELLON DE OFICIALES SOLTEROS - ARICA;28048;sburgos@arcomet.cl;AV. CONSISTORIAL 151
79897890-K;CONSTRUCTORA SANTA TERESA LTDA;PADRE HURTADO - LAS VERBENAS;22023;gparraguez@cst-ltda.com;LAS VERBENAS 8761
76910360-0;CONSTRUCTORA SANTOLAYA LTDA;Padre Mariano;22964;emontes@santolaya.cl;Padre Mariano 181
76354043-k;HUSA EIRL;Paint Kitchen Bulding;27944;constructorahusaeirl@gmail.com;Camino Malvilla  589
13765933-6;CRISTOBAL ESTRADA CARVAJAL;PALITEC - PUERTO MONTT;23186;c.estrada@symingenieria.cl;PLANTA BIOMAR S/N
76563270-6;CONSTRUCTORA VERTICE LTDA;PANADERIA EL MONTIJO;24139;81990748;CARLOTA GUZMAN 1468
11121932-K;Washington Feliciano Perez Gutierrez;Parcela Santa Sofia;21837;;Parcela Santa Sofia s/n
96995580-6;Constructora de Viviendas y Montajes Ltda.;Parque Alto Barnechea 2;24463;arquialonso@hotmail.com;Lastra  14130
77779870-7;CONSTRUCTORA CENTAURO LTDA.;PARQUE DEL SOL;28070;;RIO ÑUBLE 1100
76193139-3;OBRAS CIVILES Y MAQUINARIAS LIMITADA;PARQUE EOLICO LOS BUENOS AIRES;26789;arriendo@omaq.cl;RUTA 180 KM. 14
76145562-1;CONSTRUCTORA IPEC LIMITADA;PARQUE GRAN BARON;28078;pedro@ipec.cl;Diego Portales c/ Amalia Paz, Cerro Baron s/n
76116237-3;CONSTRUCTORA ALMAHUE S.A.;PARQUE HUECHURABA;22037;rgonzalez@menayovalle,cl;AVENIDA EL CARMEN 1540
78296030-k;SOINVER INGENIERÍA S.A.;PARQUE INDUSTRIAL LOS YACIMIENTOS;24153;HGODOY@SOINVER.CL;CERRO SOMBRERO 1200  LOTE B
76119508-5;CONSTRUCTORA CAMPOREAL LTDA;Parque Las Palmas;23184;m.cisterna@camporeal.cl;Simpson 246
86446400-9;EMPRESA CONSTRUCTORA PRIEWER Y PRIEWER LIMITADA;Parque Las Palmas;23083;m.cisterna@camporeal.cl;Simpson 246
76107042-8;Constructora Viviendas 2000 Ltda.;PARQUE MARIA ELENA;22984;carlosaa@viviendas2000.cl;Maria Elena 370
76561810-K;CONSTRUCTORA GCI S.A.;PARQUE MONASTERIO - PISCINA;22921;jbahamonde@constructoragci.cl;AV. VALLE DEL MONASTERIO 2222
76283478-2;CONSTRUCTORA TESTA S.A;PARQUE PINARES;23562;FMONREAL@TESTA.CL;CAMINO PUCON VILLARRICA 1550
6956902-1;AUGUSTO OSVALDO GUTIERREZ GUAJARDO;PARQUE TRAPICHE - PEnAFLOR;22027;ingarriagada@gmail.com;CAUPOLICAN 3861
76252740-5;CAMPOS Y HENRIQUEZ LIMITADA;PARQUE URBANO, VALDIVIA;24642;DSANMARTIN@NCONCRETO.CL;SAN LUIS 085
99586830-K;EURO CONSTRUCTORA;PARQUE VIVACETA II ETAPA;22912;ggonzalez@euroconstructora.cl;EL MOLINO 1835
76170186-K;CONSTRUCTORA CN S.A;PARROQUIA DIVINA PROVIDENCIA;21997;claudiomozo@gmail.com;AVDA. PROVIDENCIA 1619
65028635-9;FUNDACION SAN JOSE CARPINTERO;PARROQUIA SAN COLUMBANO;22621;yromero@iglesia.cl;AVDA. ANTONIO VARAS 1057
13501765-5;RODRIGO ARTURO ORELLANA NAVARRETE;PASEO 21 DE MAYO;22474;jteillier@viacivil.cl;PASEO 21 DE MAYO S/N
76643560-2;TMCV COMPLEMENTOS VIALES LIMITADA;Paseo Marina, Puerto Varas;24129;sergiovargas.ing@gmail.com;costanera Vicente Perez Rosales S/N
78206390-1;Distribuidora y Comercial Billardi Ltda.;Paseo San Jorge;22738;enriquefleaux@gmail.com;franklin 979
